Data,Laikas,"Uþpildymas
%","Max vëjo
greitis
m/s","Vëjo
greitis
m/s","Vëjo
kryptis
°","Vëjo
pokrypis
á hori.","U
m/s","V
m/s","W
m/s","Temp.
12 m
°C",
1/6/2010,20:30,100,5.69,2.45,58.2,-1,1.94,1.17,-0.08,-8.29,
1/6/2010,21:00,100,6.74,2.49,63.9,0.8,2.07,0.98,-0.05,-8.29,
1/6/2010,21:30,100,5.59,2.46,66,0.3,2.06,0.89,-0.07,-8.25,
1/6/2010,22:00,100,5.3,2.15,70.1,0.5,1.84,0.67,-0.04,-8.2,
1/6/2010,22:30,100,6,2.16,68.4,-0.6,1.82,0.7,-0.09,-8.17,
1/6/2010,23:00,100,4.85,2.19,73.3,0.2,1.9,0.56,-0.04,-8.1,
1/6/2010,23:30,100,5.55,2.32,76.6,1.5,2.02,0.45,-0.01,-8.07,
1/7/2010,0:00,100,4.72,2.01,65.5,0.5,1.65,0.72,-0.02,-8.04,
1/7/2010,0:30,100,3.13,1.38,49,-2,0.95,0.79,-0.07,-8.06,
1/7/2010,1:00,100,3.77,1.71,42.7,0.5,1.08,1.17,-0.04,-8.09,
1/7/2010,1:30,100,4.82,2.19,54.3,-1,1.66,1.19,-0.09,-8.23,
1/7/2010,2:00,100,5.96,2.36,60.3,0.7,1.88,1.08,-0.03,-8.3,
1/7/2010,2:30,100,5.42,2.28,58,2.2,1.77,1.12,0,-8.34,
1/7/2010,3:00,100,5.27,2.55,58.9,1,2.01,1.22,-0.04,-8.36,
1/7/2010,3:30,100,5.29,2.5,56.4,0,1.94,1.28,-0.05,-8.4,
1/7/2010,4:00,100,4.75,2.29,54.4,-0.2,1.76,1.21,-0.07,-8.42,
1/7/2010,4:30,100,4.75,2.28,59.2,1.1,1.84,1.06,-0.03,-8.46,
1/7/2010,5:00,100,4.85,2.27,57.9,-0.9,1.79,1.11,-0.08,-8.5,
1/7/2010,5:30,100,3.94,2.18,59.1,-1.1,1.75,1.05,-0.08,-8.61,
1/7/2010,6:00,100,3.92,2.16,65.4,0.6,1.85,0.86,-0.03,-8.73,
1/7/2010,6:30,100,4.5,2,65.6,0,1.71,0.78,-0.05,-8.87,
1/7/2010,7:00,100,3.56,1.83,70.3,0,1.61,0.59,-0.05,-9.02,
1/7/2010,7:30,100,3.21,1.8,68.3,0.5,1.58,0.62,-0.02,-9.17,
1/7/2010,8:00,100,3.11,1.58,82.6,-0.3,1.5,0.2,-0.03,-9.3,
1/7/2010,8:30,100,2.7,1.8,83.3,-2.2,1.72,0.2,-0.07,-9.48,
1/7/2010,9:00,100,2.8,1.84,89.8,-1.7,1.78,0,-0.07,-9.46,
1/7/2010,9:30,100,2.55,1.46,85.6,-2.4,1.4,0.1,-0.07,-9.17,
1/7/2010,10:00,100,2.73,1.41,90.3,-1.1,1.34,0,-0.04,-8.92,
1/7/2010,10:30,100,2.36,1.28,92.7,-1.1,1.21,-0.03,-0.04,-8.59,
1/7/2010,11:00,100,2.01,1.05,94.5,-1.7,0.98,-0.09,-0.05,-8.13,
1/7/2010,11:30,100,2.59,1.3,103.1,-1,1.19,-0.26,-0.05,-7.89,
1/7/2010,12:00,100,3.15,1.6,112.7,-0.1,1.37,-0.59,-0.04,-7.98,
1/7/2010,12:30,100,3.44,1.92,109,-2.3,1.71,-0.59,-0.1,-7.8,
1/7/2010,13:00,100,3.16,1.65,110.6,0.2,1.44,-0.54,-0.02,-7.43,
1/7/2010,13:30,100,3.11,1.77,115.9,-1.3,1.5,-0.75,-0.07,-6.92,
1/7/2010,14:00,100,3.04,1.74,115.6,-2.6,1.45,-0.73,-0.11,-6.4,
1/7/2010,14:30,100,2.23,1.15,119.8,-2.2,0.88,-0.52,-0.05,-6.01,
1/7/2010,15:00,100,3.7,1.28,96.9,-3.1,1.06,-0.07,-0.06,-5.49,
1/7/2010,15:30,100,7.19,4.44,304.7,-1.7,-3.59,2.48,-0.15,-3.26,
1/7/2010,16:00,100,6.44,4.18,298.8,-1.3,-3.61,1.96,-0.11,-3.1,
1/7/2010,16:30,100,7.57,4.18,294.7,-0.8,-3.71,1.72,-0.08,-2.95,
1/7/2010,17:00,100,6.13,3.56,277.6,-2.1,-3.39,0.48,-0.18,-2.69,
1/7/2010,17:30,100,6.71,3.74,264.9,-4,-3.59,-0.32,-0.27,-2.37,
1/7/2010,18:00,100,5.33,3.11,264.2,-3.8,-2.98,-0.22,-0.21,-2.01,
1/7/2010,18:30,100,7.55,4.11,280.9,-1.8,-3.95,0.78,-0.16,-1.69,
1/7/2010,19:00,100,9.26,4.98,277.9,-2.4,-4.83,0.69,-0.24,-1.42,
1/7/2010,19:30,100,9.77,5.42,269.1,-4.2,-5.32,-0.08,-0.41,-1.39,
1/7/2010,20:00,100,8.02,5.48,263.3,-4.9,-5.34,-0.58,-0.47,-1.32,
1/7/2010,20:30,100,7.06,4.03,263.8,-3.5,-3.88,-0.34,-0.25,-1.39,
1/7/2010,21:00,100,4.64,2.12,164.8,-0.9,0.18,-1.54,-0.07,-2.36,
1/7/2010,21:30,100,5.63,2.84,186.7,-2.8,-0.4,-2.71,-0.13,-2.87,
1/7/2010,22:00,100,5.91,3.5,185.5,-1.4,-0.34,-3.41,-0.11,-3.36,
1/7/2010,22:30,100,6.11,3.07,181.6,-0.9,-0.13,-2.98,-0.08,-3.66,
1/7/2010,23:00,100,6.53,3.3,173.2,-0.8,0.34,-3.15,-0.12,-4.34,
1/7/2010,23:30,100,6.19,3.26,160.2,-2.7,0.98,-2.93,-0.2,-4.81,
1/8/2010,0:00,100,6.34,3.07,154.9,-1.9,1.22,-2.66,-0.15,-4.74,
1/8/2010,0:30,100,6.36,3.21,152.7,0.3,1.35,-2.69,-0.06,-4.75,
1/8/2010,1:00,100,6.15,3.33,160.5,-1.6,1.02,-3,-0.14,-4.56,
1/8/2010,1:30,100,5.94,3.17,166.8,-2.2,0.68,-2.94,-0.15,-4.14,
1/8/2010,2:00,100,6.85,3.62,162.7,-2,0.98,-3.33,-0.18,-3.71,
1/8/2010,2:30,100,7.95,4.01,168.8,-2.1,0.73,-3.79,-0.2,-3.59,
1/8/2010,3:00,100,8.43,3.98,172,-1.3,0.5,-3.79,-0.14,-3.77,
1/8/2010,3:30,100,7.49,2.48,164.7,0.5,0.6,-2.21,-0.08,-4.02,
1/8/2010,4:00,100,6.1,2.71,169.6,-1.7,0.33,-2.47,-0.11,-3.8,
1/8/2010,4:30,100,6.72,3.21,161.5,-1.8,0.63,-2.86,-0.13,-3.71,
1/8/2010,5:00,100,6.03,2.88,161.4,-1.9,0.75,-2.59,-0.13,-3.75,
1/8/2010,5:30,100,5.49,2.96,177.8,-2.3,0.09,-2.88,-0.14,-3.38,
1/8/2010,6:00,100,3.84,1.98,158.8,-2.3,0.64,-1.75,-0.1,-3.36,
1/8/2010,6:30,100,3.46,1.65,172.2,-2.6,0.12,-1.57,-0.07,-3.21,
1/8/2010,7:00,100,3.49,1.6,155.2,-2.3,0.59,-1.38,-0.07,-2.88,
1/8/2010,7:30,100,3.07,1.39,138.5,-2.1,0.58,-1.02,-0.06,-2.43,
1/8/2010,8:00,100,8.23,1.87,341,-1.4,-1.25,0.95,-0.02,-1.39,
1/8/2010,8:30,99,10.77,7.68,325.3,-1.4,-3.96,6.23,-0.19,-0.99,
1/8/2010,9:00,100,9.81,6.86,352.5,-0.1,-0.94,6.74,-0.03,-1.42,
1/8/2010,9:30,100,4.92,1.46,36.4,-0.7,0.42,0.98,-0.03,-1.81,
1/8/2010,10:00,99,31.3,3.92,288.9,-1.8,-3.23,1.73,-0.14,-1.39,
1/8/2010,10:30,100,11.94,7.31,301,-1.4,-6.25,3.6,-0.18,-1.2,
1/8/2010,11:00,100,9.93,5.35,289.5,-2.7,-4.91,1.49,-0.27,-0.66,
1/8/2010,11:30,100,9.84,6.49,276.1,-3.5,-6.22,0.71,-0.41,-0.28,
1/8/2010,12:00,100,11.38,7.53,309.1,-2.1,-5.8,4.71,-0.28,-0.23,
1/8/2010,12:30,100,12.23,7.7,288.4,-2,-6.77,2.91,-0.22,-1.29,
1/8/2010,13:00,100,5.66,3.18,296.6,-2.7,-2.55,1.4,-0.16,-0.76,
1/8/2010,13:30,100,5.43,3.67,314.6,-2.9,-2.55,2.54,-0.17,-0.51,
1/8/2010,14:00,100,8.64,2.47,3.1,-0.9,-0.31,2.22,-0.04,-0.85,
1/8/2010,14:30,100,6.83,2.59,33.4,-1.6,0.91,2.17,-0.07,-1.44,
1/8/2010,15:00,100,2.6,1.21,93.6,-2.8,1.06,0.01,-0.06,-2.05,
1/8/2010,15:30,100,3.59,1.57,69.2,-1.2,1.27,0.61,-0.05,-2.69,
1/8/2010,16:00,100,4.63,2.26,48.1,-0.3,1.58,1.42,-0.05,-3.23,
1/8/2010,16:30,100,5.21,2.2,49.7,0.5,1.57,1.34,-0.04,-3.83,
1/8/2010,17:00,100,5.58,2.51,44.8,-0.1,1.66,1.71,-0.06,-4.16,
1/8/2010,17:30,100,4.6,2.35,63.9,-1.4,2.01,0.98,-0.09,-4.36,
1/8/2010,18:00,100,5.8,2.38,60.8,0.2,1.93,1.12,-0.05,-4.5,
1/8/2010,18:30,100,6.24,2.71,64.7,-0.8,2.32,1.07,-0.09,-4.66,
1/8/2010,19:00,100,4.73,2.24,59.8,-1.5,1.84,1.05,-0.11,-4.99,
1/8/2010,19:30,100,6.33,2.55,66.3,-0.6,2.21,0.96,-0.08,-5.13,
1/8/2010,20:00,100,7.06,3.03,67.3,-0.5,2.65,1.1,-0.11,-5.76,
1/8/2010,20:30,100,5.9,2.86,72.3,0.1,2.54,0.83,-0.07,-6.39,
1/8/2010,21:00,100,8.64,3.77,64.5,0.4,3.18,1.51,-0.08,-6.86,
1/8/2010,21:30,100,10.08,4.12,63.9,-0.3,3.44,1.71,-0.13,-6.96,
1/8/2010,22:00,100,9.06,3.89,56.7,0.6,3.03,1.97,-0.05,-7.23,
1/8/2010,22:30,100,7.32,3.11,56.5,-0.4,2.39,1.58,-0.12,-7.55,
1/8/2010,23:00,100,6.47,2.77,47.7,-0.2,1.9,1.72,-0.06,-8.04,
1/8/2010,23:30,100,7.46,3.17,40.8,0,1.95,2.23,-0.07,-7.95,
1/9/2010,0:00,100,9.23,3.83,45.1,-0.6,2.54,2.53,-0.11,-7.78,
1/9/2010,0:30,100,7.81,3.77,42.7,-1,2.41,2.59,-0.15,-7.76,
1/9/2010,1:00,100,7.91,4.04,39.7,-1.6,2.43,2.94,-0.19,-7.68,
1/9/2010,1:30,100,7.4,3.72,45.8,0.8,2.49,2.43,-0.03,-7.85,
1/9/2010,2:00,100,7.71,3.47,47.7,-0.2,2.38,2.19,-0.1,-7.97,
1/9/2010,2:30,100,9.09,3.62,46.8,1.6,2.44,2.29,0,-7.8,
1/9/2010,3:00,100,8.26,3.8,49.7,0.2,2.71,2.27,-0.08,-7.19,
1/9/2010,3:30,100,8.8,3.57,46.1,1.4,2.4,2.3,-0.02,-7.09,
1/9/2010,4:00,100,7.48,3.53,39.9,-0.2,2.15,2.52,-0.1,-6.85,
1/9/2010,4:30,100,7.54,3.61,39.1,-0.7,2.14,2.61,-0.12,-6.53,
1/9/2010,5:00,100,8.71,3.63,43.8,0,2.32,2.45,-0.09,-6.29,
1/9/2010,5:30,100,8.12,3.55,51.8,-0.1,2.59,2.02,-0.11,-5.74,
1/9/2010,6:00,100,8.23,3.67,54.1,-1.3,2.76,1.99,-0.16,-5.52,
1/9/2010,6:30,100,8.52,3.56,56.6,1.5,2.73,1.79,-0.04,-5.58,
1/9/2010,7:00,100,7.45,3.32,54.6,0,2.53,1.76,-0.09,-5.83,
1/9/2010,7:30,100,7.77,3.27,54.3,0.1,2.46,1.78,-0.09,-6.09,
1/9/2010,8:00,100,7.49,3.33,53.7,0,2.53,1.81,-0.13,-6.33,
1/9/2010,8:30,100,8.03,3.62,54.1,-1.3,2.75,1.96,-0.17,-6.42,
1/9/2010,9:00,100,7.89,3.73,58.6,-1.1,2.97,1.79,-0.16,-6.61,
1/9/2010,9:30,100,7.68,3.47,56.1,0,2.67,1.8,-0.08,-6.93,
1/9/2010,10:00,100,7.53,3.69,55.3,-0.5,2.85,1.97,-0.14,-7.3,
1/9/2010,10:30,100,8.92,3.89,56.2,-0.1,3.03,2.01,-0.12,-7.44,
1/9/2010,11:00,100,9.26,3.9,59.2,0.4,3.09,1.82,-0.08,-7.63,
1/9/2010,11:30,100,9.3,4.08,57.1,-0.7,3.18,2.02,-0.17,-7.76,
1/9/2010,12:00,100,9.2,3.78,58.7,1.1,2.95,1.77,-0.05,-7.62,
1/9/2010,12:30,100,8.81,3.93,64.6,2,3.24,1.55,0.02,-7.41,
1/9/2010,13:00,100,8.1,3.63,61,0.1,2.91,1.63,-0.07,-7.2,
1/9/2010,13:30,100,9.05,3.66,55.4,0.5,2.8,1.89,-0.07,-6.95,
1/9/2010,14:00,100,8.61,3.53,59,1.7,2.79,1.67,0,-6.91,
1/9/2010,14:30,100,7.93,3.64,54.7,0.9,2.76,1.9,-0.05,-6.72,
1/9/2010,15:00,100,9.11,3.87,51.5,0.4,2.79,2.23,-0.08,-6.7,
1/9/2010,15:30,100,10.62,4.41,47.9,-0.2,3.04,2.76,-0.11,-6.89,
1/9/2010,16:00,100,9.15,4.22,49,0.1,2.98,2.55,-0.09,-7.19,
1/9/2010,16:30,100,9.32,4.23,47.7,0.8,2.91,2.64,-0.04,-7.47,
1/9/2010,17:00,100,10.23,4.54,45.9,1.2,3.03,2.94,-0.03,-7.61,
1/9/2010,17:30,100,10.36,4.61,47.1,0,3.17,2.91,-0.13,-7.8,
1/9/2010,18:00,100,10.99,4.32,53.9,-0.7,3.25,2.36,-0.17,-8.09,
1/9/2010,18:30,100,10.9,3.98,51,0.5,2.83,2.34,-0.08,-8.33,
1/9/2010,19:00,100,9.47,4.2,52.3,0.4,3.1,2.36,-0.1,-8.53,
1/9/2010,19:30,100,9.5,4.2,50.5,1.5,3.03,2.46,-0.03,-8.6,
1/9/2010,20:00,100,9.45,4.14,58.1,-0.4,3.28,1.99,-0.15,-8.7,
1/9/2010,20:30,100,11.8,4.8,55.4,1.2,3.68,2.46,-0.06,-8.67,
1/9/2010,21:00,100,11.83,4.75,54.4,1.3,3.58,2.53,-0.04,-8.84,
1/9/2010,21:30,100,11.85,4.87,54.1,0.1,3.69,2.64,-0.16,-8.93,
1/9/2010,22:00,100,11.89,5.01,53.7,-0.4,3.78,2.72,-0.16,-8.97,
1/9/2010,22:30,100,10.99,4.91,54.9,0.1,3.77,2.6,-0.13,-9.19,
1/9/2010,23:00,100,11.25,4.86,56.9,0.2,3.8,2.43,-0.1,-9.21,
1/9/2010,23:30,100,9.48,4.48,51.2,-0.9,3.27,2.61,-0.15,-9.4,
1/10/2010,0:00,100,11.44,4.46,51.4,-1.2,3.26,2.56,-0.21,-9.5,
1/10/2010,0:30,100,10.35,4.37,53.3,2.1,3.25,2.43,0,-9.31,
1/10/2010,1:00,100,10.12,4.68,55,0,3.58,2.46,-0.1,-9.05,
1/10/2010,1:30,100,11.92,5.06,58.3,-0.2,3.99,2.44,-0.16,-8.75,
1/10/2010,2:00,100,10.45,4.51,63.8,-0.1,3.75,1.82,-0.15,-8.58,
1/10/2010,2:30,100,11.88,4.66,61,0.5,3.76,2.01,-0.1,-8.47,
1/10/2010,3:00,100,11.97,5.21,59.8,-0.4,4.16,2.41,-0.16,-8.68,
1/10/2010,3:30,100,13.21,5.09,56.6,0.7,3.91,2.54,-0.09,-9.07,
1/10/2010,4:00,100,12.94,5.15,54.9,0.3,3.9,2.72,-0.11,-9.24,
1/10/2010,4:30,100,11.42,5.38,56.2,1.4,4.17,2.71,-0.05,-9.5,
1/10/2010,5:00,100,11.2,4.99,58.8,0.6,3.93,2.38,-0.08,-9.73,
1/10/2010,5:30,100,12.35,5.41,52.9,-0.1,4.02,3.04,-0.17,-9.77,
1/10/2010,6:00,100,13.27,5.71,51.8,-0.1,4.21,3.28,-0.17,-9.96,
1/10/2010,6:30,100,12.83,5.77,51,0.6,4.18,3.36,-0.11,-9.98,
1/10/2010,7:00,100,12.49,5.63,50.9,0.6,4.07,3.31,-0.09,-9.65,
1/10/2010,7:30,100,12.58,5.57,51.8,0.3,4.06,3.18,-0.1,-9.6,
1/10/2010,8:00,100,13.93,5.36,52.2,0.6,3.89,3.08,-0.06,-9.78,
1/10/2010,8:30,100,13.88,5.28,51.2,0,3.86,3.06,-0.12,-9.81,
1/10/2010,9:00,100,12.75,5.59,52.1,-0.5,4.09,3.18,-0.2,-9.81,
1/10/2010,9:30,100,11.83,5.16,53.9,1.5,3.84,2.8,-0.04,-9.67,
1/10/2010,10:00,100,13.12,5.29,56,0.5,4.07,2.7,-0.11,-9.29,
1/10/2010,10:30,100,14.62,5.88,53.6,0.1,4.41,3.28,-0.16,-8.97,
1/10/2010,11:00,100,13.38,5.8,53.7,0,4.34,3.2,-0.13,-8.5,
1/10/2010,11:30,100,13.29,5.7,52.6,0.9,4.23,3.15,-0.1,-8.14,
1/10/2010,12:00,100,13.97,6.01,54.2,-0.2,4.49,3.27,-0.17,-8.02,
1/10/2010,12:30,100,14.36,6.14,51.1,-0.7,4.46,3.57,-0.21,-7.79,
1/10/2010,12:30,100,14.36,6.14,51.1,-0.7,4.46,3.57,-0.21,-7.79,
1/10/2010,13:00,100,13.75,6.48,50.8,-0.3,4.63,3.81,-0.19,-7.25,
1/10/2010,13:30,100,13.02,5.67,50.3,1,4.02,3.35,-0.08,-6.81,
1/10/2010,14:00,100,12.94,5.39,53.5,0.4,4.02,2.92,-0.11,-6.5,
1/10/2010,14:30,100,11.88,4.8,52.8,0.9,3.51,2.7,-0.08,-6.49,
1/10/2010,15:00,100,10.98,4.61,57.3,0,3.55,2.29,-0.11,-6.11,
1/10/2010,15:30,100,12.29,5.04,57.4,-0.5,3.96,2.47,-0.18,-6.09,
1/10/2010,16:00,100,12.62,5.06,56.2,0.8,3.86,2.57,-0.09,-6.33,
1/10/2010,16:30,100,11.56,5.14,58.1,-0.3,4,2.52,-0.16,-6.74,
1/10/2010,17:00,100,12.21,4.71,51.5,0.3,3.4,2.73,-0.1,-7.1,
1/10/2010,17:30,100,10.35,4.32,53.1,0.5,3.19,2.37,-0.1,-7.41,
1/10/2010,18:00,99,10.2,4.8,51,0,3.48,2.79,-0.13,-7.57,
1/10/2010,18:30,100,11.07,4.92,53.3,-1.7,3.68,2.74,-0.25,-7.45,
1/10/2010,19:00,100,12.35,4.75,54,-0.2,3.58,2.56,-0.14,-7.21,
1/10/2010,19:30,100,10.45,4.33,53.5,0.1,3.26,2.34,-0.09,-7.08,
1/10/2010,20:00,100,10.52,4.13,55.2,0.6,3.1,2.09,-0.06,-7,
1/10/2010,20:30,100,12.11,4.35,60.7,0.8,3.48,1.96,-0.04,-6.92,
1/10/2010,21:00,100,11.2,4.39,59.4,1.9,3.45,1.99,-0.01,-6.85,
1/10/2010,21:30,100,10.53,4.42,56.3,0.1,3.37,2.23,-0.08,-6.79,
1/10/2010,22:00,100,11.64,4.28,55.3,1.8,3.21,2.25,-0.03,-6.73,
1/10/2010,22:30,100,10.92,4.31,55.9,1.5,3.27,2.2,-0.03,-6.65,
1/10/2010,23:00,100,10.35,4.16,56.7,0.2,3.18,2.07,-0.09,-6.56,
1/10/2010,23:30,100,10.29,4.34,56.9,0.8,3.31,2.12,-0.08,-6.51,
1/11/2010,0:00,100,9.16,3.98,57.4,-1.5,3.14,1.93,-0.2,-6.42,
1/11/2010,0:30,100,8.77,3.84,57.7,1,2.99,1.85,-0.05,-6.41,
1/11/2010,1:00,100,10.4,4.27,52.1,0.6,3.14,2.41,-0.08,-6.58,
1/11/2010,1:30,100,9.74,4.35,54.6,0.3,3.31,2.29,-0.07,-6.73,
1/11/2010,2:00,100,10.26,4.27,54.3,0,3.21,2.31,-0.12,-6.75,
1/11/2010,2:30,100,8.94,3.66,58.5,1.2,2.86,1.72,-0.04,-6.75,
1/11/2010,3:00,100,9.32,4.4,56.8,0,3.41,2.26,-0.1,-6.93,
1/11/2010,3:30,100,10.39,4.48,56.4,0,3.47,2.27,-0.1,-7.23,
1/11/2010,4:00,100,10.08,4.58,57.9,0.4,3.6,2.23,-0.09,-7.6,
1/11/2010,4:30,100,11.09,5,55.3,-0.9,3.84,2.66,-0.18,-8.04,
1/11/2010,5:00,100,10.92,4.48,57.7,-1.1,3.51,2.23,-0.18,-8.43,
1/11/2010,5:30,99,10.49,4.15,58,0.5,3.26,2.02,-0.07,-8.57,
1/11/2010,6:00,100,9.17,4.04,60.2,0.2,3.23,1.91,-0.1,-8.56,
1/11/2010,6:30,100,9.5,4.35,55.4,0,3.32,2.33,-0.11,-8.59,
1/11/2010,7:00,100,9.24,4.29,58.8,1.6,3.37,2.04,-0.01,-8.71,
1/11/2010,7:30,100,11.08,4.45,61.9,-1.7,3.65,1.97,-0.23,-8.65,
1/11/2010,8:00,100,8.66,3.86,67.4,-0.9,3.28,1.37,-0.15,-8.54,
1/11/2010,8:30,100,9.63,3.73,51.6,0.2,2.68,2.15,-0.09,-8.69,
1/11/2010,9:00,100,10.39,4.07,53.3,0,3.01,2.22,-0.08,-9.16,
1/11/2010,9:30,100,10.41,4.25,56.7,1.3,3.3,2.14,-0.04,-9.38,
1/11/2010,10:00,100,10.55,4.35,62.5,0,3.57,1.87,-0.11,-9.4,
1/11/2010,10:30,100,10.2,4.24,66.1,1.1,3.54,1.55,-0.08,-9.35,
1/11/2010,11:00,100,9.56,4.3,65,-1.3,3.63,1.72,-0.2,-9.17,
1/11/2010,11:30,100,9.79,4.13,73.5,0.1,3.61,1.04,-0.1,-8.89,
1/11/2010,12:00,100,9.81,4.14,72.1,-0.8,3.66,1.15,-0.18,-8.67,
1/11/2010,12:30,100,8.62,3.61,74.1,-0.7,3.23,0.87,-0.13,-8.36,
1/11/2010,13:00,100,9.5,4.04,69.3,-0.2,3.46,1.35,-0.14,-8.12,
1/11/2010,13:30,100,8.64,3.81,73.5,-0.7,3.34,1.04,-0.13,-7.9,
1/11/2010,14:00,100,7.91,3.26,71.4,-0.6,2.79,0.9,-0.1,-7.7,
1/11/2010,14:30,100,9.18,3.47,77.2,-0.8,3.06,0.66,-0.14,-7.59,
1/11/2010,15:00,100,9.15,3.42,80.1,1,3.06,0.56,-0.06,-7.48,
1/11/2010,15:30,100,8.67,3.02,69.7,0.4,2.57,0.93,-0.07,-7.35,
1/11/2010,16:00,100,9.42,3.73,60,-0.4,2.98,1.73,-0.11,-7.59,
1/11/2010,16:30,100,8.04,3.12,63.7,0.8,2.54,1.24,-0.03,-7.67,
1/11/2010,17:00,100,7.95,3.46,65.8,-0.8,2.95,1.25,-0.14,-7.62,
1/11/2010,17:30,100,8.31,3.51,72,-0.1,3.05,0.98,-0.1,-7.79,
1/11/2010,18:00,100,7.82,3.45,74.2,0.3,3.01,0.81,-0.09,-7.79,
1/11/2010,18:30,100,8.15,3.68,77.9,-0.9,3.29,0.74,-0.14,-7.62,
1/11/2010,19:00,100,8.04,3.39,79.8,-0.1,3.11,0.52,-0.09,-7.45,
1/11/2010,19:30,100,5.69,2.39,70.2,1,2.03,0.68,-0.02,-7.22,
1/11/2010,20:00,100,5.63,2.32,63.6,1.7,1.92,0.93,-0.02,-6.98,
1/11/2010,20:30,100,6.6,2.13,64.2,1.7,1.76,0.77,0,-6.75,
1/11/2010,21:00,100,5.47,2.21,67.1,-1.6,1.86,0.69,-0.11,-6.45,
1/11/2010,21:30,100,6.3,2.44,73.3,0.4,2.11,0.62,-0.05,-6.25,
1/11/2010,22:00,100,6.16,2.81,72.3,-1.4,2.45,0.81,-0.14,-6.17,
1/11/2010,22:30,100,5.97,2.47,73.2,-0.8,2.13,0.65,-0.09,-6.06,
1/11/2010,23:00,100,6.41,2.46,77.3,-2.5,2.19,0.48,-0.15,-5.93,
1/11/2010,23:30,100,5.31,2.07,70.7,1.2,1.74,0.57,-0.01,-5.96,
1/12/2010,0:00,100,4.48,1.88,73.3,-0.1,1.65,0.43,-0.06,-5.99,
1/12/2010,0:30,100,4.84,1.97,71.8,1.1,1.66,0.54,-0.02,-5.98,
1/12/2010,1:00,100,4.78,1.8,54.1,0.6,1.34,0.92,-0.02,-6.19,
1/12/2010,1:30,100,4.81,1.97,54.2,0.9,1.47,1.02,-0.02,-6.37,
1/12/2010,2:00,100,4.83,1.93,56.3,-1.7,1.49,0.97,-0.09,-6.43,
1/12/2010,2:30,100,5.31,1.99,54.6,-1.1,1.52,1.02,-0.09,-6.27,
1/12/2010,3:00,100,5.26,2,62.8,0,1.61,0.83,-0.06,-6.01,
1/12/2010,3:30,100,4.73,2.33,61.2,-2.6,1.91,1.03,-0.16,-5.96,
1/12/2010,4:00,100,5.13,2.23,57.8,-0.6,1.74,1.11,-0.09,-6.21,
1/12/2010,4:30,100,5.18,2.26,34.9,0.4,1.22,1.76,-0.04,-7.02,
1/12/2010,5:00,100,6.12,2.76,42.2,-0.6,1.73,1.91,-0.11,-7.56,
1/12/2010,5:30,100,7.5,3.09,51.1,-0.6,2.25,1.75,-0.12,-7.65,
1/12/2010,6:00,100,6.56,2.39,46.8,0.1,1.61,1.48,-0.04,-7.75,
1/12/2010,6:30,100,6.8,2.46,59.5,2.7,1.89,1.13,0.03,-7.93,
1/12/2010,7:00,100,5.4,2.13,63,0.1,1.72,0.85,-0.05,-7.9,
1/12/2010,7:30,100,4.95,1.93,67.3,2.3,1.56,0.58,0.01,-7.82,
1/12/2010,8:00,100,5.95,2.34,84.4,-1.2,2.15,0.21,-0.09,-7.67,
1/12/2010,8:30,100,3.43,1.44,68.2,0.2,1.16,0.45,-0.03,-7.55,
1/12/2010,9:00,100,3.53,1.44,50.2,-0.1,1.03,0.8,-0.04,-7.34,
1/12/2010,9:30,100,3.3,1.44,35.3,0.3,0.75,1.1,-0.02,-7.26,
1/12/2010,10:00,100,4.74,1.87,37.9,3.1,1.07,1.34,0.02,-7.29,
1/12/2010,10:30,100,4.1,1.72,43.5,0.3,1.09,1.14,-0.04,-7.21,
1/12/2010,11:00,100,5.88,2.42,56.8,-1.1,1.88,1.23,-0.1,-7.12,
1/12/2010,11:30,100,5.88,2.62,54.9,0.3,1.93,1.44,-0.04,-7.27,
1/12/2010,12:00,100,6.28,2.55,56.4,-1.4,1.95,1.26,-0.1,-7.18,
1/12/2010,12:30,100,6.34,2.59,65.3,1.5,2.11,0.99,-0.02,-6.73,
1/12/2010,13:00,100,4.6,1.92,69,0.6,1.55,0.46,-0.05,-6.37,
1/12/2010,13:30,100,4.64,1.72,102.9,-3.4,1.45,-0.23,-0.14,-5.61,
1/12/2010,14:00,100,5.42,2.32,72.2,1,2,0.59,-0.02,-5.4,
1/12/2010,14:30,100,4.87,2.37,58,0.4,1.87,1.13,-0.06,-5.46,
1/12/2010,15:00,100,4.54,2.18,55.9,-0.3,1.69,1.11,-0.06,-5.23,
1/12/2010,15:30,100,4.01,1.82,47.7,-0.6,1.26,1.11,-0.07,-5.11,
1/12/2010,16:00,100,5.59,2.33,44.9,-0.6,1.5,1.57,-0.08,-5.19,
1/12/2010,16:30,100,5.28,2.13,53.4,-1.4,1.54,1.17,-0.09,-5.14,
1/12/2010,17:00,100,4.28,1.81,63.5,-0.4,1.49,0.72,-0.07,-5,
1/12/2010,17:30,100,3.89,1.67,53.4,1.4,1.23,0.89,0,-4.89,
1/12/2010,18:00,100,3.76,1.62,53.3,1.2,1.19,0.9,-0.02,-4.71,
1/12/2010,18:30,100,4.97,2.53,69.1,-1.5,2.22,0.84,-0.12,-4.43,
1/12/2010,19:00,100,5.27,2.32,66.4,-0.3,1.99,0.84,-0.06,-4.19,
1/12/2010,19:30,100,4.51,2.09,62.8,-0.8,1.73,0.88,-0.08,-4.01,
